CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Grand Forks,,Grand Forks,ND,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/annehelen/status/1267852411030233088,,,,,,,,,,,,,,,,,,,,,,
Grand Island,,Hall,NE,US,2020-06-02,,,,,,,Justice Coalition of Grand Island,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html#15,,,,,,,,,,,,,,,,,,,,,,
Grants Pass,Josephine County Court House,Josephine,OR,US,2020-06-02,between 300-500,300,,500,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://ktvl.com/news/local/hundreds-protest-killing-of-george-floyd-in-grants-pass,,,,,,,,,,,,,,,,,,,,,,
Great Bend,Barton County Courthouse Square,Barton,KS,US,2020-06-02,approximately 27; at least twice that size,27,,54,,,general protesters,antiracism; against police brutality,1,demonstration,0,0,0,0,1,1,https://www.gbtribune.com/news/local-news/peaceful-protesters-say-black-lives-matter/,,,,,,,,,,,,,,,,,,,,,,
Green Bay,outside GBPD,Brown,WI,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/BenKrumholzWLUK/status/1267916023069630466,,,,,,,,,,,,,,,,,,,,,,
Grosse Point Woods,Ghesquiere Park,Wayne,MI,US,2020-06-02,more than 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/detroit/2020/06/02/grosse-pointe-woods-protest-black-lives-matter-george-floyd/3126436001/,,,,,,,,,,,,,,,,,,,,,,
Gunnison,North Main Street,Gunnison,CO,US,2020-06-02,hundreds; several hundred,200,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.buzzfeednews.com/article/annehelenpetersen/black-lives-matter-protests-near-me-small-towns,https://twitter.com/npbowlin/status/1267965813346181121,https://www.cpr.org/2020/06/03/hundreds-gather-in-rural-gunnison-to-protest-police-brutality/,,0,,,,,,,,,,,,,,,,,,
Hailey,main street,Blaine,ID,US,2020-06-02,more than 800; some 800,800,,800,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/BuitragoReports/status/1267553294626377728,https://www.ktvb.com/article/news/local/police-chief-kneels-hailey-officers-georg-floyd-protest-idaho/277-48348cdb-517c-433e-af33-fe5a37f3026a,https://www.mtexpress.com/news/a-message-of-solidarity/article_f373966c-a5ef-11ea-a54a-33722d829387.html,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Hamden,mosque to town hall,Middlesex,CT,US,2020-06-02,about 50,50,,50,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.ctpost.com/local/article/Protesters-stand-in-solidarity-as-CT-15312270.php,https://www.nhregister.com/news/article/Hamden-Islamic-Center-calls-for-unity-in-march-15312386.php,,,0,,,,,,,,,,,,,,,,,,
Hammond,Calumet Avenue and 175th Street,,IN,US,2020-06-02,count pic,4,,4,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.nwitimes.com/news/local/lake/gary/watch-now-crowd-of-protesters-call-for-accountability-social-justice-outside-gary-city-hall/article_2d9ad4ba-3abc-54e4-9a96-3248f24a3950.html,,,,,,,,,,,,,,,,,,,,,,
Hampton,Peninsula Town Center,Hampton,VA,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,1,1,1,https://www.13newsnow.com/article/news/local/mycity/hampton/justice-rally-voter-drive-planned-ahead-of-curfew-in-hampton/291-68d04255-13c2-46d4-9e40-7da9719f6adb,https://www.13newsnow.com/article/news/local/mycity/hampton/hampton-business-speaks-out-about-store-being-vandalized-during-protest/291-17576c36-f185-46e7-994d-86c6bdf9f74d,,,,,,,,,,,,,,,,,,,,,
Hancock,City Hall,Houghton ,MI,US,2020-06-02,NA,1,,1,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.mininggazette.com/news/2020/06/floyd-protests-may-mark-turning-point-protesters-say/,,,,0,,,,,,,,,,,,,,,,,,
Harlan,along US 421,Harlan,KY,US,2020-06-02,at least 100; more than 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/sydneyboles/status/1267922347140485121,https://www.wymt.com/content/news/People-gathered-in-Harlan-in-support-of-Black-Lives-Matter-570961341.html,,,0,,,,,,,,,,,,,,,,,,
Harlingen,3rd Street,Cameron,TX,US,2020-06-02,over a 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.valleycentral.com/news/local-news/protesters-take-to-the-streets-in-harlingen-say-change-needs-to-happen/amp/?__twitter_impression=true,,,,,,,,,,,,,,,,,,,,,,
Harrodsburg,downtown,Mercer,KY,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.harrodsburgherald.com/2020/06/03/mercer-residents-join-nationwide-protests/,,,,,,,,,,,,,,,,,,,,,,
Hartford,downtown,Hartford,CT,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/SpencerSays/status/1267904804040425477,https://www.fox61.com/gallery/news/local/hartford-protest-downtown-police-george-floyd/520-7ef9f7b7-2aa6-41fc-a631-21bc4978cf39,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Hartford,Asylum Hill Congregational Church,Hartford,CT,US,2020-06-02,30 cars,30,,30,,,general protesters,antiracism; against police brutality,1,vigil in cars,0,0,0,0,0,1,https://www.courant.com/news/connecticut/hc-news-connecticut-george-floyd-protests-20200602-7he62tzksrajrpijqdujthh6ke-story.html?,,,,,,,,,,,,,,,,,,,,,,
Hartford,Bushnell Park to Hartford Public Safety Complex off of High Street,Hartford,CT,US,2020-06-02,about two dozen,24,,24,,,teachers from Achievement First schools and supporters,antiracism; against police brutality,1,march,0,0,0,0,0,1,https://www.courant.com/news/connecticut/hc-news-connecticut-george-floyd-protests-20200602-7he62tzksrajrpijqdujthh6ke-story.html?,,,,,,,,,,,,,,,,,,,,,,
Harvard,Harvard City Hall,Clay,NE,US,2020-06-02,50,50,,50,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://journalstar.com/news/state-and-regional/nebraska/we-won-t-allow-that-foolishness-in-our-small-town-in-the-heart-of-nebraska/article_0e29250f-d359-514d-9eed-d01e051216de.html#tracking-source=home-top-story-1,https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html#15,https://journalstar.com/news/state-and-regional/nebraska/we-won-t-allow-that-foolishness-in-our-small-town-in-the-heart-of-nebraska/article_0e29250f-d359-514d-9eed-d01e051216de.html,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Haverhill,Haverhill Police Station,Essex,MA,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.eagletribune.com/news/haverhill/protesters-gather-daily-outside-haverhill-police-station/article_3a4291ff-016a-5b2d-9a38-e688a177ae01.html,,,,,,,,,,,,,,,,,,,,,,
Henderson,Corner of Highway 60 and Second Street,Henderson,KY,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.tristatehomepage.com/news/local-news/protestors-gather-in-henderson/,,,,,,,,,,,,,,,,,,,,,,
Highland,City Square,Madison,IL,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.bnd.com/news/local/article243222881.html,,,,,,,,,,,,,,,,,,,,,,
Highstown,,Mercer,NJ,US,2020-06-02,More than 100,100,,100,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,http://www.mcccvoice.org/police-take-a-knee/,,,,0,,,,,,,,,,,,,,,,,,
Hightstown,Highstown High School to Center of Town,Mercer,NJ,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://midjersey.news/2020/06/02/black-lives-matter-protest-in-hightstown/,http://www.mcccvoice.org/police-take-a-knee/,,,0,,,,,,,,,,,,,,,,,,
Hilliard,,,OH,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.nbc4i.com/news/central-ohio-protests-outside-of-columbus/,,,,,,,,,,,,,,,,,,,,,,
Hollywood,,Los Angeles,CA,US,2020-06-02,thousands,2000,,2000,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://abc7news.com/entertainment/keke-palmer-asks-national-guard-to-march-beside-us/6229672/,,,,,,,,,,,,,,,,,,,,,,
Holyoke,Police Station on Appleton Street,Hampden,MA,US,2020-06-02,over 1000,1000,,1000,,,413 Boricuas,antiracism; against police brutality,1,protest; vigil,0,0,0,0,1,1,https://www.gazettenet.com/Holyoke-marches-against-police-brutality-34577972,,,,,,,,,,,,,,,,,,,,,,
Homer,WKFL Park,Kenai Peninsula,AK,US,2020-06-02,about 40,40,,40,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/,,,,,,,,,,,,,,,,,,,,,,
Homewood,,Jefferson,AL,US,2020-06-02,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/c_rodenanderson/status/1267988763608834048,https://www.wbrc.com/2020/06/02/fbi-detains-people-after-peaceful-protest-homewood-both-released/,,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Hondo,front of Medina County Courthouse,Medina,TX,US,2020-06-02,about 50,50,,50,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.expressnews.com/news/news_columnists/elaine_ayala/article/Ayala-George-Floyd-protests-come-to-small-town-15321219.php?utm_campaign=CMS%20Sharing%20Tools%20(Premium)&utm_source=t.co&utm_medium=referral,,,,0,,,,,,,,,,,,,,,,,,
Hood Rivier,State Street,Hood River,OR,US,2020-06-02,500-600,500,,600,,,general protesters,antiracism; against police brutality,1,protest rally,0,0,0,0,1,1,https://www.hoodrivernews.com/news/rally-silence-is-not-an-option/article_b373f6ce-a4fa-11ea-aca3-9793b281750f.html,,,,,,,,,,,,,,,,,,,,,,
Hoover,,Jefferson,AL,US,2020-06-02,count video,24,,24,,,general protesters,antiracism; against police brutality,1,protest,17,0,0,0,1,1,https://twitter.com/IanHoppe/status/1267968991424909312,https://www.youtube.com/watch?v=28QVFHddf5E,,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Houston,Discovery Green to City Hall,Harris,TX,US,2020-06-02,60000,60000,,60000,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://twitter.com/CourtneyABC13/status/1267877005305004032,https://twitter.com/eddie_IV/status/1267973137049812993,https://twitter.com/shelleyabc13/status/1267970780396167171,with Floyd family,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Houston,near Texas Medical Center,Harris,TX,US,2020-06-02,hundreds,200,,200,,,medical personnel,antiracism; against police brutality,1,march,,,,,0,1,https://twitter.com/heather_haq/status/1267972782446575617,,,#WhiteCoatsForBlackLives,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Hudson,Town Square,Summit,OH,US,2020-06-02,couple dozen,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://fox8.com/news/demonstrators-protest-in-hudson-call-for-justice/,,,,,,,,,,,,,,,,,,,,,,
Huntingdon,,Huntingdon,PA,US,2020-06-02,250,250,,250,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.cbsnews.com/news/protest-black-lives-matter-suburbs-towns/,https://twitter.com/lara_putnam/status/1268010446084288512,,,,,,,,,,,,,,,,,,,,,
Idaho Falls,bridge on Broadway Street,Bonneville,ID,US,2020-06-02,between 50 and 60,50,,60,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.postregister.com/news/local/protesters-march-to-courthouse-in-idaho-falls-demand-justice-for-george-floyd/article_6577f444-09b2-5436-a53b-b63b0ec74624.html,,,fourth event,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Indianapolis,,Marion,IN,US,2020-06-02,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/,,,,,,,,,,,,,,,,,,,,,,
Iowa City,,Johnson,IA,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://dailyiowan.com/2020/06/03/police-use-tear-gas-and-flash-bangs-on-protesters-in-iowa-city-wednesday-night/#photo,,,police dispersed crowd,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Ironwood,Ironwood Memorial Building,Gogebic,MI,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.yourdailyglobe.com/story/2020/06/04/news/george-floyd-protests-held-in-ironwood/13978.html,,,,,,,,,,,,,,,,,,,,,,
Issaquah,,,WA,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/DanJGold/status/1267605651036889089?,,,,,,,,,,,,,,,,,,,,,,
Jefferson,Hughley Park,Jackson,GA,US,2020-06-02,about 75,75,,75,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.mainstreetnews.com/mayor-in-protest-march/image_044c55d1-70fb-5d56-9373-4e6bc0885e17.html,,,,,,,,,,,,,,,,,,,,,,
Jersey City,City Hall to Newark Avenue pedestrian plaza,Hudson,NJ,US,2020-06-02,over a thousand,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.nj.com/hudson/2020/06/another-peaceful-jersey-city-rally-marches-on-city-hall.html,,,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Johnson City,Founders Park,,TN,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.wjhl.com/news/local/hundreds-show-up-to-peacefully-protest-for-justice-johnson-city-leaders-speak-out-on-what-they-hope-happens-next/,,,,,,,,,,,,,,,,,,,,,,
Kalamazoo,downtown area,Kalamazoo,MI,US,2020-06-02,small crowd (counted picture),24,,24,,,general protesters,antiracism; against police brutality,1,protest,10,0,0,1,1,1,https://wkzo.com/news/articles/2020/jun/03/tear-gas-used-as-curfew-falls-upon-kalamazoo/1024958/,,https://www.mlive.com/news/kalamazoo/2020/06/charges-filed-against-three-people-after-disturbances-that-involved-vandalism-in-kalamazoo.html,,1,,,,,,,,,,,,,,,,,,
Kansas City,Plaza,Jackson,MO,US,2020-06-02,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjpia_E2YHqAhXSqp4KHfF_DO8QFjABegQIARAB&url=https%3A%2F%2Fwww.kansascity.com%2Fnews%2Flocal%2Farticle243334451.html&usg=AOvVaw3GLy8S1RZhGWEUYXo_J7ke,,,,,,,,,,,,,,,,,,,,,,
Keansburg,Beachway,Monmouth,NJ,US,2020-06-02,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest; rally; demonstration,0,0,0,0,1,1,https://www.app.com/story/news/local/monmouth-county-bayshore/keansburg/2020/06/02/keansburg-stands-with-george-floyd/3125864001/,,,,,,,,,,,,,,,,,,,,,,
Kent,in front of the Kent Police Department,Portage,OH,US,2020-06-02,nearly 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.record-courier.com/news/20200603/small-protest-in-garrettsville-aims-to-start-conversation-about-race,https://www.beaconjournal.com/story/news/local/2020/06/02/nearly-100-protesters-gather-in-kent-to-demand-end-to-racial-injustices-nationwide/113358204/,,,,,,,,,,,,,,,,,,,,,
Ketchum,main street,Blaine,ID,US,2020-06-02,hundreds; estimated 700,200,,700,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/BuitragoReports/status/1267553294626377728,https://www.buzzfeednews.com/article/annehelenpetersen/black-lives-matter-protests-near-me-small-towns,https://www.mtexpress.com/gallery/locals-march-against-injustice/collection_2a9302a4-a5f0-11ea-80a9-333214af650d.html,https://www.mtexpress.com/news/a-message-of-solidarity/article_f373966c-a5ef-11ea-a54a-33722d829387.html,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Keyser,,Mineral,WV,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.times-news.com/news/photos-video-protesters-take-to-street-in-frostburg/article_9428c604-a4f1-11ea-b55c-bf75760ca8cb.html,https://www.newstribune.info/news/20200602/protesters-march-in-keyser,,,,,,,,,,,,,,,,,,,,,
Killingly,,Windham,CT,US,2020-06-02,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/ricksox/status/1267950106231308290,,,,0,,,,,,,,,,,,,,,,,,
Kingman,Locomotive Park,Mohave,AZ,US,2020-06-02,count pic: 24,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://kdminer.com/news/2020/jun/02/locomotive-park-protest-peaceful-protesters-demons/,,,,0,,,,,,,,,,,,,,,,,,
Kingsville,Courthouse,Kleberg,TX,US,2020-06-02,about 200 or so,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.kiiitv.com/article/news/local/kingsville-protest-for-george-floyd-remains-peaceful/503-906f2fb9-f85d-4d2f-9e96-c5396ba2cd1d,,,,,,,,,,,,,,,,,,,,,,
Kirksville,Rotary Park,Adair,MO,US,2020-06-02,multiple hundreds,400,,400,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://tmn.truman.edu/blog/news/city/peaceful-protest-hosted-in-kirksville/,,,,,,,,,,,,,,,,,,,,,,
Kirkwood,streets,St. Louis,MO,US,2020-06-02,more than 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,"protest, march",0,0,0,0,1,1,https://www.newstribune.com/news/national/story/2020/jun/07/hundreds-attend-march-started-by-teachers-in-st-louis-area/830069/,,,,,,,,,,,,,,,,,,,,,,
Kotzebue,police station; Shore Avenue,Northwest Arctic,AK,US,2020-06-02,about 30,30,,30,,,general protesters,antiracism; against police brutality,1,"protest, march",0,0,0,0,1,1,https://twitter.com/wesley_early/status/1268248191134076928,https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/,http://kotz.org/2020/06/03/demonstrators-march-kotzebue-in-solidarity-with-global-police-brutality-protests/,,0,,,,,,,,,,,,,,,,,,
